,postalcode,price,year,area,rooms,type
181675,110,80000000,1984,137,4,0
181676,300,58700000,1956,159,5,0
181677,640,53000000,1971,145,4,1
181678,108,74100000,1972,121,3,0
181681,700,37200000,1984,86,2,0
181682,270,79500000,2001,112,4,0
181683,700,39500000,1979,80,3,2
181686,800,54000000,2022,88,3,0
181688,810,78000000,2021,139,3,1
181689,112,59500000,1999,97,2,0
181690,210,155700000,1968,204,4,1
181691,103,56050000,2007,93,2,0
181692,340,65000000,1949,285,4,2
181693,300,65000000,2023,150,1,0
181694,300,65000000,2023,150,3,0
181696,531,20000000,1963,153,4,2
181697,201,64500000,2020,78,2,0
181698,600,57000000,1969,97,3,1
181699,600,47500000,1947,89,2,0
181700,603,46500000,1993,86,2,0
181703,270,60500000,1991,94,3,0
181704,270,128000000,2000,209,3,2
181707,600,58800000,1960,166,4,0
181709,107,63500000,1981,113,2,0
181710,110,64000000,2000,105,3,0
181716,110,78500000,2014,115,3,0
181717,112,137000000,1991,211,3,2
181718,220,80500000,1963,178,5,0
181719,220,57000000,1941,86,1,0
181721,221,53500000,2008,79,1,0
181722,415,20000000,1963,180,4,2
181725,740,35000000,1933,108,2,2
181726,740,45000000,1970,227,6,2
181727,640,72000000,1979,222,4,2
181728,600,40000000,1926,75,1,0
181730,220,52900000,1969,80,1,0
181732,101,79900000,1997,93,2,0
181733,109,48500000,1976,100,1,0
181734,210,76000000,2007,104,2,0
181735,270,80000000,1980,86,2,1
181736,800,52900000,2004,85,2,1
181737,800,62000000,2023,99,3,1
181738,112,55500000,1999,82,2,0
181739,220,52000000,1955,70,3,0
181740,101,57990000,2023,60,1,0
181741,625,17000000,1964,126,3,1
181742,112,60400000,2023,60,1,0
181743,101,62990000,2023,77,1,0
181744,105,75800000,1950,101,3,0
181745,201,55500000,2022,53,1,0
181746,220,51900000,1943,79,1,0
181747,210,65000000,1989,77,2,1
181748,101,57900000,1930,77,1,0
181749,210,82900000,2022,117,2,0
181750,110,54000000,1990,67,1,0
181751,210,69500000,2022,90,2,0
181754,107,65000000,1960,83,2,0
181755,112,68700000,1992,108,2,0
181760,104,71000000,1957,88,2,0
181762,210,74000000,2007,104,2,0
181763,262,24500000,1956,43,1,0
181764,107,53000000,1981,58,1,0
181765,104,90400000,2006,116,1,0
181766,113,68500000,2020,94,2,0
181767,101,51490000,2023,47,1,0
181768,262,39000000,1992,105,2,0
181769,104,52000000,1957,84,2,0
181770,203,82000000,2008,118,3,0
181771,110,55500000,1983,86,1,0
181772,210,88900000,2022,117,3,0
181773,105,53500000,1944,60,2,0
181774,210,105900000,2023,136,3,0
181775,107,61600000,1987,84,1,0
181776,600,83900000,2022,160,3,1
181777,600,32500000,1975,202,4,2
181780,221,66900000,2006,108,3,0
181783,700,9030000,1994,74,2,1
181785,112,60500000,1994,95,3,0
181786,201,81000000,2000,127,3,0
181788,104,70800000,1960,106,3,0
181789,210,113500000,1976,210,5,1
181790,112,26500000,1994,71,2,0
181791,101,49500000,1985,341,1,0
181793,103,56000000,1960,169,5,0
181794,112,44192000,2021,55,2,0
181795,200,76900000,2016,84,2,0
181796,103,72250000,1983,131,2,0
181797,107,57600000,1979,67,2,0
181798,900,36500000,1975,91,2,0
181799,900,34250000,1945,97,2,0
181800,640,55000000,1946,196,5,2
181801,200,70000000,1966,155,3,0
181803,600,28000000,1903,53,1,0
181804,260,38700000,2008,70,1,0
181805,221,55900000,2023,63,1,0
181806,105,74000000,1945,103,2,0
181807,112,60000000,1994,95,3,0
181809,870,70000000,1981,135,3,2
181810,262,42200000,1970,95,2,0
181811,201,55000000,1996,71,1,0
181812,201,77000000,2003,103,2,0
181813,107,52000000,1979,66,1,0
181815,108,49900000,1963,71,1,0
181816,105,111500000,1982,184,3,0
181818,740,15000000,1930,208,4,2
181820,300,53000000,2023,77,2,0
181821,300,53000000,2023,79,2,0
181822,210,114500000,1976,166,5,1
181825,108,42500000,1963,49,1,0
181826,200,62500000,1988,93,2,0
181827,101,68000000,2021,68,1,0
181828,221,55900000,2023,60,1,0
181829,221,57000000,2023,66,1,0
181830,221,65500000,2023,80,2,0
181832,210,118500000,2004,142,2,0
181834,245,47500000,2022,83,2,1
181836,600,100000000,1927,203,3,0
181837,600,100000000,1927,203,3,0
181838,105,46900000,1967,56,1,0
181839,800,49000000,2020,91,2,0
181841,340,51000000,1975,153,3,2
181842,300,53000000,2021,75,2,0
181844,107,53000000,1984,51,1,0
181845,105,76000000,1949,102,2,0
181846,111,100500000,1975,215,5,2
181847,200,96000000,1964,146,4,1
181848,104,52000000,1949,65,2,0
181849,108,107000000,1930,153,5,2
181850,110,55000000,1968,86,2,0
181851,104,68900000,1966,133,3,0
181852,104,67000000,1958,93,2,0
181853,740,27000000,1959,100,3,0
181854,190,52200000,2023,90,2,0
181855,201,79000000,2022,91,1,0
181856,203,79000000,2006,108,2,0
181858,820,44500000,2018,80,1,1
181859,112,90100000,1991,130,3,1
181860,105,92500000,1960,135,2,0
181862,220,51500000,1946,69,2,0
181863,740,109570000,2023,263,2,0
181864,740,109570000,2023,263,1,0
181865,740,109570000,2023,263,2,0
181866,740,109570000,2023,263,1,0
181868,245,78000000,2006,197,4,2
181871,810,78350000,2020,145,2,1
181873,108,66500000,1960,101,2,0
181874,190,64000000,1988,194,4,1
181875,104,72200000,1961,101,2,0
181876,201,132000000,1995,153,3,2
181877,600,29300000,1977,54,1,0
181878,851,39000000,2019,55,2,2
181879,109,45000000,1975,66,1,0
181880,112,89900000,1990,128,3,1
181882,600,57500000,1956,161,3,0
181886,600,127000000,2005,217,4,2
181887,820,52000000,2006,142,2,1
181894,104,62800000,2002,81,2,0
181895,200,60500000,1985,93,2,0
181896,110,46000000,1986,56,1,0
181897,603,42500000,1994,77,2,0
181898,800,61500000,1962,151,3,2
181899,101,51900000,1940,60,1,0
181900,245,57900000,2023,88,3,1
181901,245,64500000,1978,205,4,2
181902,107,90000000,1990,130,3,0
181903,260,38750000,1957,99,3,0
181904,210,105900000,2022,139,3,0
181905,210,110900000,2022,153,3,0
181906,110,66900000,2003,99,2,0
181907,105,55505000,1946,63,2,0
181908,101,55000000,1922,68,2,0
181909,108,50200000,1951,62,1,0
181910,210,96900000,2008,126,3,0
181911,105,62000000,1963,89,3,0
181914,110,58000000,1966,95,3,0
181915,210,84400000,2008,111,2,0
181916,220,54000000,2005,74,1,0
181917,815,32000000,1975,102,2,0
181918,220,55500000,1989,109,3,0
181919,270,99500000,2022,140,2,0
181920,107,59900000,1979,70,2,0
181921,113,61500000,2004,84,2,0
181922,112,43006000,2021,55,2,0
181923,580,10000000,1914,265,7,2
181924,107,135750000,1951,200,4,0
181925,221,58000000,2023,73,1,0
181927,109,108000000,1982,297,5,0
181928,107,69900000,1956,91,2,0
181929,112,59700000,1989,89,2,0
181930,110,86250000,2017,131,2,0
181931,110,96000000,2019,135,1,0
181933,101,42000000,1936,47,3,0
181934,109,57500000,1971,98,3,0
181935,540,45500000,1973,157,4,2
181936,270,51500000,2017,62,1,0
181937,110,81000000,1987,105,3,1
181938,221,62900000,2023,80,2,0
181939,110,75900000,1983,133,2,0
181940,201,69500000,1999,113,2,0
181942,105,49000000,1956,90,2,0
181943,101,125000000,1921,149,3,0
181944,221,134000000,2022,175,4,1
181945,101,111000000,2018,124,2,0
181946,600,37500000,1976,83,2,0
181949,210,72495000,2017,100,2,0
181950,220,74000000,1963,174,4,2
181951,113,69000000,2023,86,2,0
181952,113,58000000,2023,63,1,0
181953,102,51950000,2019,47,1,0
181954,113,83000000,2023,117,4,0
181955,113,45000000,2023,48,1,0
181956,111,46000000,1971,59,1,0
181957,105,62900000,1959,80,2,0
181958,109,56500000,1968,107,4,0
181960,111,60000000,1976,96,3,0
181961,800,75650000,2020,133,3,1
181962,105,98000000,1961,128,4,0
181965,107,67000000,1987,96,2,0
181967,221,56000000,2023,65,1,0
181968,220,51000000,1959,57,1,0
181969,221,62500000,2023,79,2,0
181970,220,59000000,1999,105,3,0
181974,101,79000000,1938,91,2,0
181975,221,65500000,2023,80,2,0
181976,108,89900000,2023,116,3,0
181978,107,73500000,1958,95,2,0
181979,103,103300000,2016,120,2,0
181981,112,117500000,1991,280,4,2
181982,108,74000000,1964,149,3,0
181983,102,108000000,2022,125,3,0
181984,110,122000000,1984,180,4,2
181985,540,21000000,1959,288,4,2
181987,230,37500000,1980,69,2,0
181988,560,51000000,1984,125,3,2
181989,740,48000000,1965,167,3,2
181990,230,72000000,2008,115,2,0
181991,260,54000000,2017,120,2,0
181995,220,71800000,1955,121,3,0
181996,201,84000000,2002,115,3,0
181997,600,80000000,1974,142,5,1
181998,603,39500000,1976,94,2,0
182001,112,165000000,2000,248,3,2
182002,220,58200000,1993,100,2,0
182003,104,83400000,2022,105,2,0
182004,203,175000000,2007,281,6,1
182005,105,69000000,1944,95,2,0
182006,200,85000000,1943,60,1,2
182007,107,60000000,1979,70,1,0
182008,112,130000000,1988,227,3,1
182009,101,67100000,2023,70,2,0
182010,110,72000000,2013,104,3,0
182011,110,131000000,1979,269,6,1
182012,220,52000000,1976,130,3,0
182013,221,64000000,2005,98,2,0
182014,111,36900000,1974,44,1,0
182015,107,71000000,1948,93,2,0
182016,300,57500000,2023,83,2,0
182017,210,83900000,2016,128,3,0
182018,109,78800000,1968,104,3,2
182019,200,112000000,1948,221,5,2
182020,200,90000000,1963,161,5,0
182021,102,62000000,2022,63,1,0
182022,102,67000000,2022,74,1,0
182023,110,117500000,2007,172,3,1
182024,104,159900000,1956,239,4,2
182025,101,48000000,1930,44,1,0
182026,300,42900000,2023,61,1,0
182027,102,180000000,2002,284,5,2
182028,101,150000000,1964,193,2,0
182029,540,61500000,1979,225,4,2
182030,108,27118000,1951,62,1,0
182031,200,99000000,1989,179,3,0
182032,900,34500000,1975,91,2,0
182035,201,78000000,1998,110,3,0
182037,815,44800000,2023,70,2,0
182038,230,52000000,1991,100,3,0
182039,203,53200000,2007,63,1,0
182040,603,51000000,1998,88,2,0
182041,230,45000000,1956,127,2,0
182042,113,76000000,2003,126,3,0
182044,101,57000000,1927,80,1,2
182045,105,84900000,2001,110,2,0
182047,600,67500000,1963,146,3,1
182048,270,83900000,2023,106,2,1
182049,270,87900000,2023,116,2,1
182050,101,232500000,1948,269,8,2
182051,112,145000000,1988,212,4,2
182053,400,23700000,1946,79,2,0
182054,200,94000000,2000,135,2,0
182055,220,70000000,1948,131,4,2
182056,101,49500000,1936,54,1,0
182057,270,83900000,2023,106,2,1
182058,109,63000000,1974,129,3,0
182059,110,56000000,1986,69,2,0
182060,112,108200000,1995,151,3,1
182061,200,120000000,1957,183,4,2
182063,900,36500000,1954,118,2,0
182064,900,64500000,2008,91,2,0
182065,900,69000000,1977,195,5,2
182066,900,63900000,1956,242,3,2
182067,530,38900000,1984,113,3,1
182068,730,38000000,2006,105,3,1
182069,565,43500000,1952,153,3,2
182070,200,104000000,1967,214,5,1
182071,210,98900000,2022,130,3,0
182073,221,58000000,2023,72,1,0
182074,111,117000000,1979,233,6,2
182075,112,87900000,2023,104,2,0
182076,108,54000000,1951,62,1,0
182077,220,170000000,1984,230,4,2
182078,200,62000000,1986,79,2,0
182082,112,43799000,2021,55,2,0
182084,230,87900000,1975,211,5,2
182085,270,55500000,2018,69,2,0
182086,201,53800000,2021,51,1,0
182087,110,65500000,2002,100,2,0
182091,203,81000000,2015,109,3,0
182092,109,128000000,1979,272,7,2
182094,300,36500000,1974,92,2,0
182098,230,54900000,1953,148,3,0
182099,230,42000000,1957,97,2,0
182100,270,86500000,1989,97,2,1
182101,200,84000000,1962,148,3,0
182102,200,50200000,1978,78,2,0
182103,107,72000000,1957,96,3,0
182104,210,109900000,2023,158,3,0
182105,270,150000000,1985,210,4,2
182109,107,98900000,1933,115,3,0
182110,245,46500000,2022,82,2,1
182111,262,39900000,1978,63,2,0
182114,113,53000000,2003,72,1,0
182115,221,66500000,2023,78,2,0
182116,221,66500000,2023,80,2,0
182117,210,84000000,2006,103,2,0
182118,225,64500000,2003,94,2,0
182119,806,53500000,2023,120,3,1
182120,800,92700000,2023,180,4,1
182121,107,89900000,1959,95,3,0
182122,220,57399000,1973,102,2,0
182123,201,67900000,1995,92,2,0
182124,350,20000000,1978,66,2,0
182125,112,56500000,1993,89,2,0
182127,101,195000000,1937,232,6,1
182128,101,115000000,2014,129,3,0
182130,112,125000000,1991,183,4,2
182131,300,51900000,2023,71,2,0
182133,300,29900000,1953,60,2,0
182134,201,56400000,2022,53,1,0
182135,300,51900000,2023,74,2,0
182136,800,63000000,1991,140,3,1
182137,810,69000000,2002,155,3,1
182138,200,54900000,1973,84,2,0
182141,103,23520000,2021,87,1,0
182142,540,27800000,1982,116,2,1
182143,810,35500000,1945,46,1,0
182144,101,50500000,1974,58,1,0
182145,230,74000000,1978,181,4,1
182147,200,55250000,1971,104,2,0
182151,210,67900000,2023,76,2,0
182152,815,54800000,2023,94,3,0
182153,201,93900000,2022,116,2,0
182154,300,35300000,2023,50,1,0
182156,220,74000000,1999,145,3,0
182157,221,170000000,2008,235,4,2
182158,110,59000000,2004,82,2,0
182160,230,54000000,1957,155,2,0
182161,104,49000000,1958,62,1,0
182163,600,81500000,2005,127,3,1
182164,210,85900000,2004,125,2,0
182166,210,96500000,2007,129,2,0
182167,101,192000000,1935,252,2,0
182168,101,192000000,1935,252,1,0
182169,101,192000000,1935,252,1,0
182170,600,61800000,1958,135,4,0
182171,800,50500000,1975,144,3,1
182173,101,69500000,1986,67,1,0
182174,200,145000000,1981,244,5,1
182175,340,64000000,1950,242,4,2
182176,605,82000000,2011,163,4,2
182177,600,57500000,2018,77,2,0
182179,101,48500000,1984,62,1,0
182180,200,50200000,1978,78,2,0
182181,400,48000000,1957,183,6,2
182182,210,69500000,2006,106,1,0
182183,200,54000000,1957,93,3,0
182184,260,60000000,2006,120,3,0
182187,415,29500000,1974,107,3,0
182188,300,83655000,2023,110,1,0
182191,550,40000000,1946,112,3,2
182193,200,47500000,1967,53,1,0
182194,550,47000000,1946,87,2,0
182201,800,38500000,2001,73,1,0
182202,900,35000000,1956,125,2,0
182203,270,185000000,1969,215,3,2
182206,109,52000000,1974,92,2,0
182207,105,60800000,1956,86,2,0
182210,201,66500000,2000,100,3,0
182211,220,114900000,1952,200,5,2
182212,203,21800000,2007,276,4,1
182213,603,41500000,1978,89,3,0
182214,810,83000000,2018,141,3,1
182215,221,71000000,2001,93,2,0
182216,108,68900000,1965,110,3,0
182217,220,63500000,1951,99,3,0
182218,200,110000000,1942,167,3,2
182219,104,65500000,1958,110,3,0
182220,200,52000000,1952,66,2,0
182221,270,87900000,2023,116,2,1
182222,270,89000000,2022,142,2,0
182223,101,75100000,1905,90,2,0
182224,221,51000000,1991,60,1,0
182225,221,115500000,2000,165,4,1
182226,425,37500000,1944,160,4,2
182227,210,121000000,1979,194,5,2
182228,220,62500000,1943,104,2,0
182229,105,71000000,1947,151,2,0
182230,105,75000000,1946,107,2,0
182231,200,87000000,1961,242,3,1
182232,220,127500000,1979,247,6,2
182233,108,26405000,2007,138,2,0
182234,735,35000000,1993,102,3,0
182235,245,49500000,2022,82,2,1
182237,107,56900000,1965,59,1,0
182238,815,48800000,2023,80,2,0
182242,112,73500000,1993,104,3,0
182243,845,39000000,2004,70,1,1
182245,800,39700000,2019,63,1,0
182246,800,60000000,2001,99,2,1
182248,300,48300000,2022,67,1,0
182249,102,62000000,1935,113,2,0
182251,101,70500000,1949,99,2,0
182252,103,90000000,2019,102,2,0
182253,200,61900000,1978,75,2,0
182255,300,47100000,2022,65,2,0
182258,108,68500000,2020,81,1,0
182259,200,93000000,2022,110,2,0
182260,200,83000000,2022,97,1,0
182262,105,63150000,1959,85,1,0
182263,104,79000000,1948,130,2,0
182266,201,62900000,2021,71,2,0
182267,105,97000000,1942,146,2,0
182268,870,85000000,1959,259,6,2
182269,800,43000000,2007,73,2,0
182271,201,69000000,2021,80,2,0
182272,800,29000000,2019,91,2,1
182273,810,64000000,2016,99,2,1
182275,105,58000000,1948,80,2,0
182276,112,43622000,2021,55,2,0
182278,800,55000000,2023,99,3,1
182279,800,75000000,2021,133,3,1
182280,220,54900000,1984,64,1,0
182281,270,73500000,2018,106,2,0
182282,810,56500000,2021,94,2,1
182283,112,127500000,2006,210,3,1
182284,105,40000000,1947,63,1,0
182286,603,39000000,2017,62,1,0
182287,113,60500000,2003,83,1,0
182288,113,72900000,2004,111,3,0
182289,600,35000000,2003,110,2,0
182290,102,99900000,2022,112,2,0
182291,201,69000000,2022,82,2,0
182292,102,83000000,2019,105,3,0
182293,200,97500000,1962,226,3,0
182294,110,118500000,1991,161,4,1
182295,200,128000000,1990,203,4,0
182296,230,19000000,1934,78,1,0
182298,700,34500000,2005,83,2,0
182299,270,112850000,2019,236,5,1
182301,730,40500000,1993,90,2,1
182302,310,72000000,1976,173,5,2
182303,800,38000000,2019,61,1,0
182304,230,38500000,1981,77,2,0
182305,780,24500000,1992,51,1,0
182306,108,55000000,1966,115,4,0
182307,550,40000000,1950,127,3,2
182311,112,110000000,1990,213,3,1
182312,210,63900000,2023,71,2,0
182313,210,61000000,2019,72,1,0
182316,300,63000000,2007,125,3,0
182317,300,68000000,1953,183,5,2
182318,311,37000000,1947,149,3,2
182322,200,141000000,2022,129,2,0
182324,270,67900000,2019,95,3,0
182325,200,86500000,1964,133,3,0
182326,110,57900000,1986,87,2,0
182327,110,58900000,2023,73,1,0
182328,300,70000000,1935,148,4,2
182329,810,52000000,2006,95,2,0
182330,210,62500000,2022,74,2,0
182331,210,91900000,2022,114,4,0
182333,210,63000000,2022,75,2,0
182334,210,69050000,2022,85,2,0
182335,680,14500000,1972,170,4,2
182336,210,142000000,2016,142,2,0
182342,103,37000000,1991,69,1,0
182343,200,60000000,1985,90,2,0
182344,201,60500000,1996,90,1,0
182345,860,50000000,1983,101,3,2
182346,270,75000000,2015,106,2,0
182347,110,58600000,2007,86,1,0
182348,800,65000000,2013,119,2,1
182349,108,45000000,2019,45,1,0
182350,101,54000000,1935,59,1,0
182351,220,57000000,1959,113,3,0
182352,220,74725000,2023,80,1,0
182353,220,78725000,2023,86,1,0
182355,600,104000000,1971,171,4,2
182356,600,50000000,1958,96,3,2
182359,107,58100000,1978,67,2,0
182360,108,46000000,1970,52,1,0
182361,225,102000000,1981,191,5,2
182362,113,56900000,2023,62,1,0
182363,220,95000000,1947,166,5,0
182365,230,35000000,1976,69,2,0
182366,112,69000000,2023,80,2,0
182367,262,26800000,1951,48,1,0
182368,113,58000000,2003,83,1,0
182369,730,50000000,1985,147,3,2
182370,800,65000000,2003,119,2,1
182371,780,37000000,1980,88,3,0
182372,780,49000000,1980,182,5,2
182373,230,41100000,1984,78,2,0
182375,430,34700000,1974,178,4,2
182376,603,40000000,1965,95,3,0
182378,735,57000000,1965,179,3,2
182379,800,52900000,2023,82,2,0
182380,105,37000000,1947,43,1,0
182382,800,61500000,1983,130,3,1
182384,800,59500000,1973,119,3,2
182387,270,68300000,1998,94,3,0
182388,300,84000000,1975,204,4,2
182389,603,57000000,2004,116,2,0
182390,300,53000000,1976,113,3,0
182393,600,79900000,2003,121,2,1
182394,110,55000000,1968,80,2,0
182395,210,107900000,2022,141,3,0
182396,200,93900000,2015,94,2,0
182397,113,57500000,2004,74,1,0
182398,800,39500000,2005,78,2,1
182399,300,70000000,1975,159,3,2
182400,300,57000000,2015,99,3,0
182402,230,66000000,1955,124,2,2
182403,230,78900000,1996,138,2,2
182404,260,81700000,1983,192,4,2
182407,210,85000000,2023,128,4,0
182408,210,69000000,2018,89,2,0
182409,851,37000000,2000,121,3,2
182411,203,148500000,2005,246,5,1
182412,200,49800000,1978,78,2,0
182413,112,16350000,1996,85,2,0
182414,105,75000000,1943,94,2,0
182415,110,135000000,1986,219,4,2
182416,203,80500000,2007,133,3,0
182417,810,58000000,2021,105,4,0
182418,300,43500000,2022,66,1,0
182419,113,123500000,2023,188,5,1
182420,110,61900000,2000,101,3,0
182421,220,64900000,1989,88,2,0
182422,640,52250000,1982,147,3,1
182423,640,74000000,1997,192,4,2
182424,107,101000000,2016,131,2,0
182425,101,71000000,2017,74,1,0
182426,640,45000000,2023,77,2,1
182427,105,112000000,2020,139,2,0
182428,221,62500000,2023,79,2,0
182430,112,59500000,1991,86,2,0
182431,113,58000000,2023,63,1,0
182432,113,58000000,2023,63,1,0
182433,108,60000000,1968,77,2,0
182434,105,64600000,1957,107,2,0
182435,603,78000000,1987,162,3,1
182436,603,89000000,1976,193,5,1
182437,603,69000000,1979,149,3,1
182438,111,43300000,1974,88,1,0
182439,300,26000000,1957,120,3,0
182441,200,56500000,2020,64,1,0
182442,113,84500000,2023,113,3,0
182443,113,59000000,2021,63,1,0
182448,210,367000000,2005,409,5,2
182449,104,37800000,1948,51,1,0
182450,101,57000000,1975,62,1,0
182451,113,58000000,2004,85,2,0
182452,740,54500000,2023,113,2,0
182453,740,54500000,2023,115,2,0
182454,740,48900000,2023,87,2,0
182455,740,26900000,2023,44,1,0
182456,740,26900000,2023,46,1,0
182457,110,60400000,2013,79,2,0
182458,210,57900000,2023,66,1,0
182459,604,19044000,2022,85,2,1
182460,103,35840000,1991,69,1,0
182461,850,25000000,1979,70,1,0
182463,550,30000000,1975,87,2,0
182464,210,67900000,2023,71,2,0
182465,621,18700000,1992,68,2,0
182468,105,52900000,1947,60,1,0
182469,600,91000000,2019,149,3,0
182470,210,51000000,2019,59,1,0
182471,110,49600000,1978,67,2,0
182472,110,177000000,1991,297,4,2
182475,300,37000000,2021,56,1,0
182476,300,54900000,2004,99,2,0
182477,300,47100000,2022,65,2,0
182478,170,138000000,1978,194,4,2
182479,112,67200000,1987,101,3,0
182480,900,38000000,1921,81,2,0
182482,800,88000000,2000,174,4,2
182483,800,74000000,1993,142,3,1
182485,203,87000000,2018,115,2,0
182486,105,66800000,1947,76,3,0
182487,108,107700000,2023,135,4,0
182488,900,64500000,1947,76,1,0
182489,210,138000000,1976,257,4,1
182490,900,31500000,1954,86,2,0
182491,110,92000000,1988,171,4,1
182492,203,85000000,2007,136,3,0
182493,170,66000000,1960,81,2,0
182494,170,140000000,1975,202,6,1
182495,105,61000000,1937,74,2,0
182496,105,62900000,1941,78,2,0
182497,105,34500000,1943,101,4,0
182499,230,80000000,1980,185,5,1
182500,550,67900000,1978,137,3,1
182501,603,59500000,2002,90,2,1
182502,600,49500000,2021,71,2,0
182503,600,38000000,1979,82,3,0
182504,603,76900000,2023,118,3,1
182505,600,35300000,1923,61,1,0
182506,730,72000000,2006,192,4,2
182508,200,72000000,1984,88,2,0
182509,800,53900000,2003,85,2,1
182510,109,53000000,1970,75,2,0
182511,110,69500000,2007,106,3,0
182512,102,85000000,1932,211,3,2
182519,105,109000000,2014,130,2,0
182520,221,83900000,2004,133,4,0
182521,110,186000000,2006,252,4,2
182522,116,49000000,2001,86,2,0
182523,300,42500000,1978,92,3,0
182524,300,67000000,1959,166,3,0
182525,300,98000000,2020,168,3,1
182526,300,100000000,2002,177,2,2
182527,112,58400000,1985,92,2,0
182528,111,62000000,1974,130,3,0
182531,600,97500000,2011,158,3,1
182532,600,82000000,2003,202,3,2
182533,104,53300000,1984,65,1,0
182534,220,34750000,1946,99,2,0
182535,105,55200000,1946,80,2,0
182536,225,100000000,1987,193,4,2
182537,203,165000000,2012,266,5,1
182538,270,155500000,2016,229,3,2
182540,101,69450000,1957,97,2,0
182541,111,75000000,1974,143,4,0
182542,220,95000000,2015,123,2,0
182543,210,72400000,1992,97,2,0
182544,270,91000000,2019,128,4,0
182545,105,87000000,1958,122,3,0
182546,200,57000000,1971,85,2,0
182547,112,79400000,2023,104,3,0
182548,112,122000000,2023,129,3,0
182550,112,139900000,1993,194,3,2
182551,108,60500000,1961,95,2,0
182552,600,65000000,1939,157,4,0
182553,110,62900000,1968,95,3,0
182554,201,79500000,2017,107,2,0
182555,110,136500000,1983,195,4,2
182556,109,58000000,1978,101,3,0
182557,262,23920000,1956,45,1,0
182558,260,53000000,2006,106,3,0
182559,105,134000000,1960,174,5,1
182560,200,43811000,1954,160,4,1
182562,300,37500000,1979,74,2,0
182563,550,78000000,1974,249,5,2
182564,230,67000000,1960,176,4,2
182565,210,69000000,2017,87,1,0
182566,105,53000000,1945,64,1,0
182567,210,272000000,1970,397,8,2
182568,110,95000000,2008,121,3,0
182569,220,116000000,1976,178,4,1
182570,550,32000000,1990,76,1,1
182571,245,55000000,1981,143,3,1
182572,230,48700000,1964,115,2,0
182573,210,77700000,2018,109,2,0
182574,300,29500000,1950,66,1,0
182575,300,55566000,2022,102,2,0
182576,550,42000000,1960,124,2,0
182577,600,60500000,2006,110,3,0
182579,550,45000000,1984,128,2,1
182580,600,84900000,2022,160,3,1
182583,210,103900000,2023,128,3,0
182584,220,49500000,1971,60,1,0
182585,112,61000000,1990,95,2,0
182586,101,73500000,2018,76,1,0
182587,603,59000000,2007,114,2,0
182588,190,52900000,2022,94,2,0
182589,113,119900000,2021,173,4,1
182591,111,44900000,1973,63,1,0
182592,201,89400000,2022,117,2,0
182593,112,62500000,1997,96,3,0
182594,105,69500000,1946,126,3,0
182595,105,92700000,2014,115,3,0
182596,800,54500000,2010,102,2,0
182597,112,144900000,1986,197,3,2
182598,101,57000000,1992,63,1,0
182599,400,33300000,1961,103,3,0
182600,815,49800000,2023,81,2,0
182601,800,59900000,2023,80,3,0
182602,210,58000000,2023,66,1,0
182603,103,66000000,1984,81,1,0
182604,800,81900000,1977,183,4,2
182605,200,72000000,1966,213,4,2
182606,107,36000000,1938,75,2,0
182607,107,64800000,1957,82,1,0
182608,625,26000000,1960,357,4,0
182609,220,69900000,1991,131,3,0
182610,400,45000000,1965,109,3,0
182612,111,57300000,1978,94,3,0
182615,230,42700000,1985,78,2,0
182616,230,38000000,1984,65,1,0
182617,109,86000000,1977,170,4,1
182618,210,135000000,1968,201,5,1
182619,210,111500000,1960,150,4,2
182620,101,68900000,1978,103,2,0
182621,105,97000000,1938,139,4,0
182622,625,30400000,1990,116,3,1
182624,804,45000000,2020,99,3,1
182625,800,74000000,1973,177,3,2
182626,700,48800000,2007,95,2,1
182627,210,58000000,2022,69,2,0
182629,221,53500000,2017,78,2,0
182630,103,77000000,1984,127,3,0
182631,101,52400000,1984,59,1,0
182632,108,54800000,1960,56,2,0
182633,113,76000000,2004,113,3,0
182634,110,47900000,1986,56,1,0
182636,104,99900000,2023,131,2,0
182637,112,61000000,1996,112,2,0
182638,104,69000000,2023,92,2,0
182639,104,57900000,2023,65,1,0
182640,104,58000000,2023,66,1,0
182641,104,69000000,2023,95,2,0
182642,201,83000000,2002,124,3,0
182644,108,86500000,1957,127,2,0
182645,101,62500000,1933,80,1,0
182646,113,83900000,2004,137,3,0
182647,201,95000000,2003,139,3,0
182648,400,34900000,1987,67,1,0
182649,780,40000000,1988,100,3,0
182650,262,39000000,1992,107,2,0
182651,230,60000000,1930,183,4,0
182652,600,50000000,1949,122,3,0
182653,230,36000000,1984,78,2,0
182654,102,71000000,1988,103,2,0
182655,104,46000000,1945,63,1,0
182656,210,145000000,2016,160,3,0
182657,103,132000000,1961,201,6,1
182658,210,63700000,2006,74,1,0
182659,210,71000000,2017,90,2,0
182660,104,59900000,2023,68,1,0
182661,270,56200000,2019,68,2,0
182662,221,131000000,2004,230,3,2
182663,109,63500000,1977,113,3,0
182664,260,57500000,2008,113,3,0
182666,113,69000000,2023,85,2,0
182668,104,62500000,2023,73,2,0
182672,104,62500000,2023,77,2,0
182673,105,38500000,1945,40,1,0
182674,107,83500000,1964,130,3,0
182676,900,68700000,1953,215,3,2
182678,220,94020000,2008,105,2,0
182679,108,134900000,1968,211,4,1
182680,110,131500000,1988,218,4,1
182681,203,63900000,2007,101,2,0
182682,201,60000000,2017,78,1,0
182683,109,71000000,1992,95,2,0
